"技術担当
部署（FY20 ）","技術担当
部署(FY21)",案件責任,営業/開発担当者,確度,プロジェクト名,S/L,AOコード,AOコード名,セグメント,請求先,内外,カテゴリ,ヒト/モノ,新規・継続,サービスCD,サービス名,売上1月,外注費1月,仕入1月,原価経費1月,社内人件費1月,売上総利益1月,率1月,売上2月,外注費2月,仕入2月,原価経費2月,社内人件費2月,売上総利益2月,率2月,売上3月,外注費3月,仕入3月,原価経費3月,社内人件費3月,売上総利益3月,率3月,売上4月,外注費4月,仕入4月,原価経費4月,社内人件費4月,売上総利益4月,率4月,売上5月,外注費5月,仕入5月,原価経費5月,社内人件費5月,売上総利益5月,率5月,売上6月,外注費6月,仕入6月,原価経費6月,社内人件費6月,売上総利益6月,率6月,売上7月,外注費7月,仕入7月,原価経費7月,社内人件費7月,売上総利益7月,率7月,売上8月,外注費8月,仕入8月,原価経費8月,社内人件費8月,売上総利益8月,率8月,売上9月,外注費9月,仕入9月,原価経費9月,社内人件費9月,売上総利益9月,率9月,売上10月,外注費10月,仕入10月,原価経費10月,社内人件費10月,売上総利益10月,率10月,売上11月,外注費11月,仕入11月,原価経費11月,社内人件費11月,売上総利益11月,率11月,売上12月,外注費12月,仕入12月,原価経費12月,社内人件費12月,売上総利益12月,率12月
ＰＦ技,ＰＦ１,営業,平野,C0,本田技研工業　VTD追加部品費用,6a 情報機器･その他ソフト販売,204,#N/A,ES,ISID,内,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,,0,0,0,0,0,0,0,0,0,0,68860,0,32726,22636,0,13498,0.196020912,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,平野,D,本田技研工業　VTD追加部品費用（ケーブル、モニタ、IMU）,6a 情報機器･その他ソフト販売,204,#N/A,ES,ISID,内,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,350800,0,301688,,0,49112,0.14,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,山下,D,三桜工業　　CAD on VDI　ヒト,5c 業務受託サービス,204,#N/A,ES,ISID,内,インフラ,ヒト,新規,E83,その他：IT商品、ハード等,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,3840000,0,0,,2764800,1075200,0.28,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,山下,D,三桜工業　　CAD on VDI　モノ,6a 情報機器･その他ソフト販売,204,#N/A,ES,ISID,内,インフラ,モノ,新規,E83,その他：IT商品、ハード等,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,15000000,0,13500000,,0,1500000,0.1,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,堀尾,C0,東京海上日動　STRAVIS-IFRS開発(プレ本)環境XenApp構築,5c 業務受託サービス,201,インフラサービス,BS,ISID,内,インフラ,ヒト,新規,E83,その他：IT商品、ハード等,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,1260000,0,0,,1071000,189000,0.15,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,堀尾,C1,東京海上日動　STRAVIS-IFRS本番(トレーニング)環境XenApp構築,5c 業務受託サービス,201,インフラサービス,BS,ISID,内,インフラ,ヒト,新規,E83,その他：IT商品、ハード等,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,1350000,0,0,,1120500,229500,0.17
ＰＦ技,ＰＦ１,営業,平野,D,AGC　CAD on AWSバージョンアップ作業,5c 業務受託サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,B7D,BSその他,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,2610000,0,0,,1905300,704700,0.27,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,,,,（IDC運用）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ＰＦ技,ＰＦ１,営業,戸村,C0,PHD様向けIDC運用費用_FY20,5b ｾﾝﾀｰ利用型運用保守サービス,101,データセンター利用料,EIT,ISID,内,インフラ,モノ,継続,B63,SI関連その他,1248630,,,1060150,39865,148615,0.119022449,1248630,0,0,1060150,40365,148115,0.11862201,1248630,0,0,1060150,33408,155072,0.124193716,1248630,,,1060150,35984,152496,0.122130655,1248630,,,1060150,38596,149884,0.120038762,1248630,,,1060150,48000,140480,0.112507308,1248630,,,1060150,48000,140480,0.112507308,1248630,,,1060150,48000,140480,0.112507308,1248630,,,1060150,48000,140480,0.112507308,1248630,,,1060150,48000,140480,0.112507308,1248630,,,1060150,48000,140480,0.112507308,1248630,,,1060150,48000,140480,0.112507308
ＰＦ技,ＰＦ１,営業,戸村,C0,PHD様向け耐火金庫利用オプション_FY20,5b ｾﾝﾀｰ利用型運用保守サービス,101,データセンター利用料,EIT,ISID,内,インフラ,モノ,継続,B63,SI関連その他,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,0,0,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111,6750,,,6000,0,750,0.111111111
ＰＦ技,ＰＦ１,営業,戸村,C0,PB様向けIDC運用費用_FY20,5b ｾﾝﾀｰ利用型運用保守サービス,101,データセンター利用料,EIT,ISID,内,インフラ,モノ,継続,B63,SI関連その他,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,0,0,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766,415340,,,353800,0,61540,0.148167766
ＰＦ技,ＰＦ１,営業,戸村,C0,PCS様向けIDC運用費用_FY20,5b ｾﾝﾀｰ利用型運用保守サービス,101,データセンター利用料,EIT,ISID,内,インフラ,モノ,継続,B63,SI関連その他,657820,,,586800,0,71020,0.107962665,657820,0,0,586800,0,71020,0.107962665,657820,0,0,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665,657820,,,586800,0,71020,0.107962665
ＰＦ技,ＰＦ１,営業,堀尾,C0,メディックス様IDCFクラウド利用＆ハウジング,5b ｾﾝﾀｰ利用型運用保守サービス,101,データセンター利用料,CIT,メディックス,外,インフラ,モノ,継続,C9D,CIT  SI BSその他,743700,,,676800,0,66900,0.089955627,743700,0,0,676800,0,66900,0.089955627,673100,0,0,677234,0,-4134,-0.006141732,673100,,,610000,0,63100,0.093745357,673100,,,610000,0,63100,0.093745357,673100,,,609400,0,63700,0.094636755,673100,,,609400,0,63700,0.094636755,673100,,,609400,0,63700,0.094636755,673100,,,609400,0,63700,0.094636755,673100,,,609400,0,63700,0.094636755,673100,,,609400,0,63700,0.094636755,673100,,,609400,0,63700,0.094636755
ＰＦ技,ＰＦ１,営業,戸村,C0,クラシアン様向けAWS利用料　月額,2b 個別案件型システム開発保守サービス,106,AWS利用料,EIT,顧客,外,インフラ,モノ,継続,B7D,BSその他,100000,,,42779,0,57221,0.57221,100000,0,0,45530,0,54470,0.5447,100000,0,0,45775,0,54225,0.54225,100000,,,48456,0,51544,0.51544,100000,,,48960,0,51040,0.5104,100000,,,45793,0,54207,0.54207,100000,,,45793,0,54207,0.54207,100000,,,45793,0,54207,0.54207,100000,,,45793,0,54207,0.54207,100000,,,45793,0,54207,0.54207,100000,,,45793,0,54207,0.54207,100000,,,45793,0,54207,0.54207
ＰＦ技,ＰＦ１,営業,戸村,C0,クラシアン様向けAWS利用料　3年リザーブド,2b 個別案件型システム開発保守サービス,106,AWS利用料,EIT,顧客,外,インフラ,モノ,継続,B7D,BSその他,147944,,0,124328,0,23616,0.159627967,147944,0,0,124328,0,23616,0.159627967,147944,0,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967,147944,,0,124328,0,23616,0.159627967
ＰＦ技,ＰＦ１,営業,横山,C0,クラシエHD様向け_Azure構築作業技術支援(仮想A対応分)/Azure請求代行,2b 個別案件型システム開発保守サービス,107,AZURE利用料,CIT,クラシエホールディングス,外,インフラ,モノ,継続,C81,CIT  SI 基幹系アプリ SI,2239380,,,1693485,0,545895,0.243770597,2233550,0,0,1527637,0,705913,0.316049786,2070620,0,0,1314918,0,755702,0.364964117,2258530,,,1640835,0,617695,0.273494264,2170710,,,1576949,0,593761,0.273533084,1800000,,,1530000,0,270000,0.15,1800000,,,1530000,0,270000,0.15,1800000,,,1530000,0,270000,0.15,1800000,,,1530000,0,270000,0.15,1800000,,,1530000,0,270000,0.15,1800000,,,1530000,0,270000,0.15,1800000,,,1530000,0,270000,0.15
ＰＦ技,ＰＦ１,営業,堀尾,C0,エルテス　　DCランニング　　モノ,6a 情報機器･その他ソフト販売,201,インフラサービス,CIT,エルテス,外,インフラ,モノ,継続,C83,CIT  SI その他SI,194300,,0,151927,0,42373,0.218080288,194300,0,0,151934,0,42366,0.218044261,194300,0,0,152037,0,42263,0.217514153,194300,,0,152204,0,42096,0.216654658,194300,,0,152544,0,41756,0.214904786,194300,,174870,0,0,19430,0.1,194300,,174870,0,0,19430,0.1,194300,,174870,0,0,19430,0.1,194300,,174870,0,0,19430,0.1,194300,,174870,0,0,19430,0.1,194300,,174870,0,0,19430,0.1,194300,,174870,0,0,19430,0.1
ＰＦ技,ＰＦ１,営業,堀尾,C0,エルテス　　クラウドランニング　　モノ,6a 情報機器･その他ソフト販売,201,インフラサービス,CIT,エルテス,外,インフラ,モノ,継続,C83,CIT  SI その他SI,90700,,,14433,0,76267,0.840871003,90700,,,14391,0,76309,0.841334068,90700,0,0,13031,0,77669,0.856328556,90700,,,14373,0,76327,0.841532525,90700,,,13690,0,77010,0.849062845,90700,,,81630,0,9070,0.1,90700,,,81630,0,9070,0.1,90700,,,81630,0,9070,0.1,90700,,,81630,0,9070,0.1,90700,,,81630,0,9070,0.1,90700,,,81630,0,9070,0.1,90700,,,81630,0,9070,0.1
ＰＦ技,ＰＦ１,営業,堀尾,C0,地方公務員安全衛生推進協会　M365 Teams導入関連費用（導入サポート）,2b 個別案件型システム開発保守サービス,201,インフラサービス,CIT,地方公務員安全衛生推進協会,外,インフラ,ヒト,新規,C83,CIT  SI その他SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,97891,-37891,-0.631516667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
ＰＦ技,ＰＦ１,営業,堀尾,C0,地方公務員安全衛生推進協会　M365 Teams導入関連費用（HW）,6a 情報機器･その他ソフト販売,201,インフラサービス,CIT,地方公務員安全衛生推進協会,外,インフラ,モノ,新規,C83,CIT  SI その他SI,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5000,0,3643,,0,1357,0.2714,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,堀尾,C0,地方公務員安全衛生推進協会　M365 Teams導入関連費用（18User導入サポート）,2b 個別案件型システム開発保守サービス,201,インフラサービス,CIT,地方公務員安全衛生推進協会,外,インフラ,ヒト,新規,C83,CIT  SI その他SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,3970,0,158845,-42815,-0.356791667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
ＰＦ技,ＰＦ１,営業,堀尾,C0,地方公務員安全衛生推進協会　ノートパソコン導入作業,2b 個別案件型システム開発保守サービス,201,インフラサービス,CIT,地方公務員安全衛生推進協会,外,インフラ,ヒト,新規,C83,CIT  SI その他SI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,62821,-2821,-0.047016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,0,0,0,0,0,0,0
ＰＦ技,ＰＦ１,営業,堀尾,C0,地方公務員安全衛生推進協会　ノートパソコン,6a 情報機器･その他ソフト販売,201,インフラサービス,CIT,地方公務員安全衛生推進協会,外,インフラ,モノ,新規,C83,CIT  SI その他SI,0,0,0,,0,0,0,0,0,0,0,0,0,0,120032,0,105425,0,0,14607,0.121692549,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,堀尾,C0,アイティアイディ　パイプラインサーバリプレースHW,6a 情報機器･その他ソフト販売,201,インフラサービス,その他,アイティアイディ,内,インフラ,モノ,新規,Y11,社内システム_技術統括本部,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,718000,0,694600,,0,23400,0.032590529,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,堀尾,C0,アイティアイディ　パイプラインサーバリプレースSW,2b 個別案件型システム開発保守サービス,201,インフラサービス,その他,アイティアイディ,内,インフラ,ヒト,新規,Y11,社内システム_技術統括本部,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,177000,0,170930,,0,6070,0.034293785,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,中村,C1,IJTT　CAE計算サーバ（モノ）,6a 情報機器･その他ソフト販売,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,1793000,0,1559910,,0,233090,0.13,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業,中村,D,IJTT　CAE計算サーバ（ヒト）,2b 個別案件型システム開発保守サービス,201,インフラサービス,EIT,ISID,内,インフラ,モノ,新規,B7D,BSその他,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,1200000,0,0,,960000,240000,0.2,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0
ＰＦ技,ＰＦ１,営業管理,安原,C0,【西日本へ移管】みずほﾌｨﾅﾝｼｬﾙｸﾞﾙｰﾌﾟ向けMMO基盤運用・保守支援（2020年10月-2021年3月),2b 個別案件型システム開発保守サービス,201,インフラサービス,金融,ISID,内,インフラ,ヒト,継続,F41,IntraLinkなど上記以外,300000,199894,0,0,0,100106,0.333686667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＰＦ技,ＰＦ１,営業管理,安原,C0,【西日本へ移管】セブン銀行DBSシステム開発対応＆DBS関連案件提案作業支援,2b 個別案件型システム開発保守サービス,201,インフラサービス,金融,ISID,内,インフラ,ヒト,継続,F41,IntraLinkなど上記以外,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＰＦ技,ＰＦ１,営業,戸村,C0,【西日本へ移管】ANA X様用 SSL証明書 ＆電子署名（S/MIME）用証明書 ,2b 個別案件型システム開発保守サービス,201,インフラサービス,金融,ISID,内,インフラ,ヒト,継続,F41,IntraLinkなど上記以外,61037,0,0,46034,0,15003,0.245801727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ＰＦ技,ＰＦ１,営業管理,石井,C0,(合算） 保守関連（BS) ,6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B7D,BSその他,973229,11684,586848,28222,193901,152574,0.156770914,1250423,11177,853315,25435,126630,233866,0.187029509,1201857,8991,821243,38478,105801,227344,0.189160607,1863267,0,1498932,0,405364,-41029,-0.022019925,2311701,11155,1453026.054,27919,197260,622340.946,0.269213426,1563426,505,1744910.77,1221,33829,-217039.77,-0.138823181,1945449,505,1713583.77,1221,25372,204767.23,0.105254484,1919882,505,1692618.77,1221,25374,200163.23,0.10425809,1962308,505,1725554.25,1221,24639,210388.75,0.107214948,1819032,505,1622298.25,1221,16547,178460.75,0.098107537,1906983,505,1711630.75,1221,15134,178492.25,0.093599287,1856904,505,1673667.75,1221,13180,168330.25,0.090651025
ＰＦ技,ＰＦ１,営業管理,石井,C0,(合算） 保守関連（ES),6b 情報機器･その他ソフト保守,204,VDI,ES,ISID,内,インフラ,モノ,継続,E83,その他：IT商品、ハード等,1259589,0,1135304,0,0,124285,0.098671074,1273355,0,1156152,0,0,117203,0.092042675,1310761,164,1180535,476,2201,127385,0.097184002,1263609,0,1127357,0,28113,108139,0.085579479,1364574.333,813,1166277,13714,14430,169340.3333,0.124097551,1311845.333,0,1136665.04,20000,5122,150058.2933,0.114387184,1279250.333,0,1136036.44,3333.333333,5122,134758.56,0.105341821,1279250.333,0,1136036.44,3333.333333,5122,134758.56,0.105341821,1277873.333,0,1134800.44,3333.333333,5122,134617.56,0.105344995,1269599.333,0,1127221.44,3333.333333,5122,133922.56,0.105484113,1257973.333,0,1116181.44,3333.333333,5122,133336.56,0.105993153,1247551.333,0,1109618.44,3333.333333,5122,129477.56,0.103785357
ＰＦ技,ＰＦ１,営業管理,石井,C0,(合算） 保守関連（CIT)  調整,6b 情報機器･その他ソフト保守,204,VDI,CIT,ISID,内,インフラ,モノ,継続,C63,ISID独自 ISID,2120504,773,1824992,4857,12831,277051,0.130653373,2838568,820,2529239,4859,9501,294149,0.103625842,3463210,391,3144823.2,4990,4225,308780.8,0.089160288,2718809,0,2460812,0,0,257997,0.094893389,2665972,0,2416629.4,394,0,248948.6,0.093380051,2425397,0,2217491.2,0,0,207905.8,0.085720317,2334978,0,2140318.45,0,0,194659.55,0.08336676,2330601,0,2139891.45,0,0,190709.55,0.081828485,2327169,0,2136848.45,0,0,190320.55,0.081782006,2153522,0,1987343.45,0,0,166178.55,0.07716594,1973647,0,1838551.45,0,0,135095.55,0.068449703,1939462,0,1807139.45,0,0,132322.55,0.068226421
ＰＦ技,ＰＦ１,営業管理,石井,C0,(合算） 保守関連（技術統括）,6b 情報機器･その他ソフト保守,999,指定なし,その他,ISID,内,インフラ,モノ,継続,Y11,社内システム_技術統括本部,561387,0,513170,0,0,48217,0.085889057,561387,0,513170,0,0,48217,0.085889057,570705,0,521557,0,0,49148,0.086118047,705820,0,643170,0,0,62650,0.088762007,705820,0,643170,0,0,62650,0.088762007,705820,0,643294,0,0,62526,0.088586325,705820,0,643294,0,0,62526,0.088586325,705820,0,643294,0,0,62526,0.088586325,687484,0,626787,0,0,60697,0.0882886,291053,0,269960,0,0,21093,0.072471337,291053,0,269960,0,0,21093,0.072471337,291053,0,269960,0,0,21093,0.072471337
ＰＦ技,ＰＦ１,営業管理,石井,C0,(合算） 保守関連（金融）,6b 情報機器･その他ソフト保守,999,指定なし,金融,ISID,内,インフラ,モノ,継続,F19,SIその他,176458,0,156259,0,0,20199,0.114469165,152643,0,134850,0,0,17793,0.116566105,161047,0,142837,0,0,18210,0.113072581,193262,0,173587,0,0,19675,0.101804804,193266,0,173587,0,0,19679,0.101823394,199127,0,161960,0,5009,32158,0.161494925,198877,0,161786,0,5009,32082,0.161315788,200835,0,163548.2,0,5009,32277.8,0.160718002,194031,0,158112.2,0,5009,30909.8,0.15930341,177222,0,142936.2,0,5009,29276.8,0.165198452,160485,0,129299.2,0,5009,26176.8,0.163110571,152031,0,121495.2,0,5009,25526.8,0.16790523
ク基技,ク基技,開発,安達,C0,SO案件（ﾈｯﾄﾜｰｸ利用料）,5b ｾﾝﾀｰ利用型運用保守サービス,212,ネットワークサービス,EIT,ISID,内,インフラ,ヒト,継続,B61,基幹系アプリSI,2774407,0,0,2190668,0,583739,0.210401358,2788026,0,0,2269674,0,518352,0.185920791,2972442,0,0,2415804,0,556638,0.187266228,5972270,0,0,4539317,454038,978915,0.163910038,6219161,0,0,4477889,531837,1209435,0.194469157,5946795,0,0,4481081,500000,965714,0.162392347,6296795,0,0,4796081,500000,1000714,0.158924342,6185795,0,0,4696081,500000,989714,0.159997866,6185795,0,0,4696081,500000,989714,0.159997866,6185795,0,0,4696081,500000,989714,0.159997866,6185795,0,0,4696081,500000,989714,0.159997866,6185795,0,0,4696081,500000,989714,0.159997866
ク基技,ク基技,開発,安達,C0,SO案件（モノ系）,6b 情報機器･その他ソフト保守,999,指定なし,EIT,ISID,内,インフラ,モノ,継続,B61,基幹系アプリSI,197183,0,170866,0,0,26317,0.133464852,197183,0,170866,0,0,26317,0.133464852,197191,0,170866,0,0,26325,0.133500008,280517,0,246916,0,0,33601,0.119782402,280516.6667,0,246916,0,0,33600.66667,0.119781356,280516.6667,0,246912.3333,0,0,33604.33333,0.119794427,280516.6667,0,246912.3333,0,0,33604.33333,0.119794427,280516.6667,0,246916.3333,0,0,33600.33333,0.119780168,280516.6667,0,246912.3333,0,0,33604.33333,0.119794427,280516.6667,0,246912.3333,0,0,33604.33333,0.119794427,280516.6667,0,246912.3333,0,0,33604.33333,0.119794427,280520.6667,0,246916.3333,0,0,33604.33333,0.119792719
ク基技,ク基技,営業,複数,C0,Xythos保守関連（継続）,4b ソフト商品保守サービス,304,Xythos,CIT,顧客,外,インフラ,モノ,継続,C99,Xytos,3126787,0,2418531,77704,207084,423468,0.135432314,2795585,0,2169770,77580,369069,179166,0.064088912,8550886,0,5622460,75467,522100,2330859,0.272586841,2888519,0,2165011,76316,347149,300043,0.103874338,2888515,0,2242703,76216,409014,160582,0.055593272,2895277.25,0,2243109.667,76839,396495,178833.5833,0.061767343,2895277.25,0,2243109.667,76839,396495,178833.5833,0.061767343,2895277.25,0,2243109.667,76839,396495,178833.5833,0.061767343,2895277.25,0,2243109.667,76839,396495,178833.5833,0.061767343,2895277.25,0,2243109.667,76839,396495,178833.5833,0.061767343,2895277.25,0,2243109.667,76839,396495,178833.5833,0.061767343,2895277.25,0,2243109.667,76839,396495,178833.5833,0.061767343
ク基技,ク基技,営業,堀尾,C0,マイナンバービジネス,5c 業務受託サービス,901,BPO,BS,各社,外,マイナンバー,ヒト,継続,B49,HRMその他,2920468,2625863,0,0,0,294605,0.107,2940468,2632243,0,0,0,308225,0.104821749,13404811,12479767,0,0,0,925044,0.069008358,2930468,2629053,0,0,0,301415,0.102855585,2930468,2629051,0,0,0,301417,0.102856267,4557779,4160533,0,0,0,397246,0.087157802,2930468,2629052,0,0,0,301416,0.102855926,2930468,2629052,0,0,0,301416,0.102855926,4316881,3955120,0,0,0,361761,0.083801476,2930468,2629052,0,0,0,301416,0.102855926,2930468,2629052,0,0,0,301416,0.102855926,5893996,5492220,0,0,0,401776,0.068166996
ク基技,ク基技,営業,山下,C0,デンソー　API中継環境　AWS費用,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,ヒト,新規,E59,PLM：その他,69000,,,59773,,9227,0.133724638,18990,0,0,12208,0,6782,0.357135334,,,,,0,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0,0
ク基技,ク基技,営業,山下,C0,デンソー様証明書・アンチウイルスソフト（1年）,2b 個別案件型システム開発保守サービス,201,インフラサービス,ES,ISID,内,インフラ,モノ,新規,E59,PLM：その他,,,,,,0,0,,,,,0,0,0,9390,0,0,4515,0,4875,0.519169329,9390,,4515,,,4875,0.519169329,0,,0,,,0,0,9390,,4515,,,4875,0.519169329,9390,,4515,,,4875,0.519169329,9390,,4515,,,4875,0.519169329,9390,,4515,,,4875,0.519169329,9390,,4515,,,4875,0.519169329,9390,,4515,,,4875,0.519169329,,,,,,,
